visibility,windBearing,temperature,date_time,dewPoint,pressure,apparentTemperature,windSpeed,humidity,id,energy
11.68,347,4.87,2013-11-25T07:00:00Z,1.88,1036.73,2.22,3.18,0.81,MAC000002,0.21400000000000002
11.62,344,4.54,2013-11-25T08:00:00Z,1.86,1037.06,1.89,3.09,0.83,MAC000002,0.557
11.88,344,4.69,2013-11-25T09:00:00Z,1.88,1037.67,1.96,3.24,0.82,MAC000002,0.198
12.05,351,5.71,2013-11-25T10:00:00Z,2.27,1038.15,2.9,3.71,0.79,MAC000002,0.191
12.01,351,6.31,2013-11-25T11:00:00Z,1.98,1038.33,3.39,4.14,0.74,MAC000002,0.5820000000000001
12.13,354,6.47,2013-11-25T12:00:00Z,1.94,1038.01,3.72,3.89,0.73,MAC000002,0.351
12.13,356,6.97,2013-11-25T13:00:00Z,1.98,1037.68,4.27,4.03,0.7,MAC000002,0.326
12.13,2,7.29,2013-11-25T14:00:00Z,1.89,1037.63,4.63,4.09,0.69,MAC000002,0.201
12.13,356,6.83,2013-11-25T15:00:00Z,1.97,1037.53,4.25,3.75,0.71,MAC000002,0.195
12.13,354,6.68,2013-11-25T16:00:00Z,2.36,1037.76,4.27,3.39,0.74,MAC000002,0.332
12.09,353,6.32,2013-11-25T17:00:00Z,2.23,1037.97,3.79,3.45,0.75,MAC000002,0.597
12.09,348,6.26,2013-11-25T18:00:00Z,1.92,1038.55,3.56,3.73,0.74,MAC000002,0.744
12.13,347,6.18,2013-11-25T19:00:00Z,2.23,1039.25,3.54,3.6,0.76,MAC000002,1.248
12.09,353,6.09,2013-11-25T20:00:00Z,2.27,1039.28,3.49,3.49,0.76,MAC000002,0.532
12.34,352,6.11,2013-11-25T21:00:00Z,2.18,1039.35,3.87,2.95,0.76,MAC000002,0.54
12.68,348,5.65,2013-11-25T22:00:00Z,1.72,1039.28,3.48,2.74,0.76,MAC000002,0.526
11.39,336,5.71,2013-11-25T23:00:00Z,1.31,1039.15,3.48,2.84,0.73,MAC000002,0.46
12.68,342,5.14,2013-11-26T00:00:00Z,0.87,1039.46,2.83,2.79,0.74,MAC000002,0.259
12.68,337,5.42,2013-11-26T01:00:00Z,0.89,1039.78,3.08,2.9,0.73,MAC000002,0.196
12.49,342,5.52,2013-11-26T02:00:00Z,0.78,1039.57,3.54,2.47,0.72,MAC000002,0.197
12.63,337,5.38,2013-11-26T03:00:00Z,0.78,1039.2,3.56,2.26,0.72,MAC000002,0.202
12.49,335,4.87,2013-11-26T04:00:00Z,0.68,1039.03,2.81,2.43,0.74,MAC000002,0.212
12.49,329,4.61,2013-11-26T05:00:00Z,0.18,1039.17,2.38,2.57,0.73,MAC000002,0.21000000000000002
12.42,327,3.72,2013-11-26T06:00:00Z,-0.16,1039.24,1.6,2.27,0.76,MAC000002,0.198
11.28,321,3.53,2013-11-26T07:00:00Z,0.07,1039.56,1.71,1.95,0.78,MAC000002,0.22000000000000003
11.8,306,2.98,2013-11-26T08:00:00Z,0,1039.87,1.41,1.67,0.81,MAC000002,0.31500000000000006
13.21,296,2.93,2013-11-26T09:00:00Z,0.09,1040.13,1.08,1.9,0.82,MAC000002,0.89
14.36,296,4.17,2013-11-26T10:00:00Z,0.28,1040.08,2.53,1.88,0.76,MAC000002,0.196
14.77,304,5.63,2013-11-26T11:00:00Z,0.82,1040,3.96,2.15,0.71,MAC000002,0.193
14.18,307,6.72,2013-11-26T12:00:00Z,0.93,1039.48,4.86,2.6,0.67,MAC000002,0.93
13.02,321,7.19,2013-11-26T13:00:00Z,0.86,1039.28,5.23,2.86,0.64,MAC000002,0.554
12.67,319,7.19,2013-11-26T14:00:00Z,0.61,1038.63,5.53,2.45,0.63,MAC000002,0.244
12.26,321,7.23,2013-11-26T15:00:00Z,0.86,1037.91,5.69,2.32,0.64,MAC000002,0.191
12.2,322,7.07,2013-11-26T16:00:00Z,0.87,1037.96,5.77,2.02,0.65,MAC000002,0.28
11.96,311,6.98,2013-11-26T17:00:00Z,0.95,1038.09,5.54,2.15,0.65,MAC000002,0.768
12.36,295,6.28,2013-11-26T18:00:00Z,0.98,1037.93,4.58,2.32,0.69,MAC000002,0.893
12.36,294,6.56,2013-11-26T19:00:00Z,1.36,1037.74,4.92,2.29,0.69,MAC000002,1.3980000000000001
12.21,297,6.17,2013-11-26T20:00:00Z,1.66,1037.28,4.46,2.3,0.73,MAC000002,0.555
12.54,294,6.25,2013-11-26T21:00:00Z,1.79,1036.86,4.71,2.12,0.73,MAC000002,0.54
12.15,289,6.12,2013-11-26T22:00:00Z,2.21,1036.51,4.7,1.97,0.76,MAC000002,0.53
12.17,283,6.16,2013-11-26T23:00:00Z,2.37,1036.39,4.64,2.07,0.77,MAC000002,0.527
11.8,274,5.78,2013-11-27T00:00:00Z,3.1,1035.83,4.12,2.16,0.83,MAC000002,0.4
10.12,256,5.83,2013-11-27T01:00:00Z,3.69,1035.52,4.36,1.98,0.86,MAC000002,0.21900000000000003
9.21,263,6.24,2013-11-27T02:00:00Z,3.4,1034.95,4.64,2.19,0.82,MAC000002,0.22600000000000003
7.53,268,5.92,2013-11-27T03:00:00Z,4.04,1034.39,4.29,2.16,0.88,MAC000002,0.22200000000000003
6.94,253,5.88,2013-11-27T04:00:00Z,4.43,1033.89,4.53,1.87,0.9,MAC000002,0.20600000000000002
5.94,254,5.89,2013-11-27T05:00:00Z,4.58,1033.7,4.52,1.89,0.91,MAC000002,0.20400000000000001
5.7,266,6.03,2013-11-27T06:00:00Z,5.07,1033.41,4.6,1.97,0.94,MAC000002,0.203
5.5,274,6.42,2013-11-27T07:00:00Z,5.46,1033.25,5.28,1.74,0.94,MAC000002,0.203
4.78,285,6.51,2013-11-27T08:00:00Z,5.58,1033.58,6.51,1.27,0.94,MAC000002,0.269
4.73,278,7.4,2013-11-27T09:00:00Z,6.41,1033.9,7.4,1.11,0.93,MAC000002,0.678
5.28,285,7.95,2013-11-27T10:00:00Z,6.64,1034.3,7.95,1.08,0.91,MAC000002,0.8640000000000001
5.55,303,8.91,2013-11-27T11:00:00Z,7.22,1034.17,8.52,1.41,0.89,MAC000002,0.7080000000000001
6.02,305,9.47,2013-11-27T12:00:00Z,7.62,1033.86,9.11,1.44,0.88,MAC000002,0.776
7.26,303,10,2013-11-27T13:00:00Z,7.79,1033.3,10,1.2,0.86,MAC000002,0.195
8.1,299,10.08,2013-11-27T14:00:00Z,7.79,1032.81,10.08,1.11,0.86,MAC000002,0.195
8.42,306,10.08,2013-11-27T15:00:00Z,7.82,1032.78,10.08,0.93,0.86,MAC000002,0.20600000000000002
7.61,318,10.32,2013-11-27T16:00:00Z,7.8,1033.07,10.32,0.54,0.84,MAC000002,0.42000000000000004
7.05,202,9.81,2013-11-27T17:00:00Z,7.73,1033.26,9.81,0.75,0.87,MAC000002,0.48400000000000004
6.31,282,9.44,2013-11-27T18:00:00Z,7.66,1033.49,9.44,0.87,0.89,MAC000002,0.783
5.79,274,9.02,2013-11-27T19:00:00Z,7.61,1033.9,9.02,1.11,0.91,MAC000002,1.355
5.83,263,9.4,2013-11-27T20:00:00Z,7.96,1034.24,9.4,1.04,0.91,MAC000002,0.533
5.66,275,8.97,2013-11-27T21:00:00Z,7.98,1034.47,8.63,1.36,0.94,MAC000002,0.542
5.5,291,9.76,2013-11-27T22:00:00Z,7.69,1034.38,9.19,1.69,0.87,MAC000002,0.585
5.78,282,9.42,2013-11-27T23:00:00Z,7.7,1034.39,8.89,1.59,0.89,MAC000002,0.53
5.71,270,9.04,2013-11-28T00:00:00Z,7.33,1034.39,9.04,1.27,0.89,MAC000002,0.45200000000000007
5.84,270,9.08,2013-11-28T01:00:00Z,7.32,1034.19,9.08,1.25,0.89,MAC000002,0.23400000000000004
5.41,274,9.09,2013-11-28T02:00:00Z,7.33,1034.17,9.09,1.34,0.89,MAC000002,0.20500000000000002
6.15,284,9.06,2013-11-28T03:00:00Z,7.34,1033.91,8.38,1.68,0.89,MAC000002,0.21800000000000003
5.7,292,8.69,2013-11-28T04:00:00Z,7.25,1034,8.69,1.13,0.91,MAC000002,0.21600000000000003
6.08,280,8.71,2013-11-28T05:00:00Z,7.24,1034.22,8.71,1.01,0.9,MAC000002,0.20400000000000001
6.07,290,8.58,2013-11-28T06:00:00Z,7.16,1034.34,8.58,1.01,0.91,MAC000002,0.195
5.26,307,8.94,2013-11-28T07:00:00Z,7.18,1034.56,8.94,1.34,0.89,MAC000002,0.195
5.13,311,8.9,2013-11-28T08:00:00Z,7.23,1034.88,8.57,1.35,0.89,MAC000002,0.243
5.21,328,8.92,2013-11-28T09:00:00Z,6.87,1035.2,8.09,1.83,0.87,MAC000002,0.532
5.31,335,8.98,2013-11-28T10:00:00Z,6.84,1035.46,7.97,2.03,0.86,MAC000002,1.068
5.66,348,9.02,2013-11-28T11:00:00Z,6.56,1035.23,8.16,1.88,0.85,MAC000002,0.342
5.66,357,9.17,2013-11-28T12:00:00Z,6.87,1034.84,8.17,2.07,0.86,MAC000002,0.251
6.87,356,9.57,2013-11-28T13:00:00Z,6.88,1034.56,8.99,1.67,0.83,MAC000002,0.393
7.34,347,9.9,2013-11-28T14:00:00Z,6.89,1034.21,9.38,1.65,0.82,MAC000002,0.4660000000000001
7.58,350,9.64,2013-11-28T15:00:00Z,6.82,1034.08,8.8,1.97,0.83,MAC000002,0.454
7.82,350,9.48,2013-11-28T16:00:00Z,6.81,1034.18,8.77,1.79,0.83,MAC000002,0.216
8.19,343,9.04,2013-11-28T17:00:00Z,6.78,1034.53,9.04,1.34,0.86,MAC000002,0.486
8.03,359,8.96,2013-11-28T18:00:00Z,6.79,1034.97,8.21,1.75,0.86,MAC000002,0.6990000000000001
7.61,352,8.61,2013-11-28T19:00:00Z,6.72,1035.22,8.61,1.28,0.88,MAC000002,1.3730000000000002
7.61,339,8.57,2013-11-28T20:00:00Z,6.78,1035.32,8.57,1,0.89,MAC000002,0.518
5.94,323,8.5,2013-11-28T21:00:00Z,6.71,1035.33,8.5,0.93,0.88,MAC000002,0.517
5.91,289,8.48,2013-11-28T22:00:00Z,6.42,1035.05,8.48,0.86,0.87,MAC000002,0.506
5.87,279,8.08,2013-11-28T23:00:00Z,6.39,1034.44,8.08,1.11,0.89,MAC000002,0.42500000000000004
5.6,276,8.43,2013-11-29T00:00:00Z,6.73,1033.84,7.97,1.41,0.89,MAC000002,0.261
6.04,267,8.11,2013-11-29T01:00:00Z,6.65,1033.3,7.38,1.6,0.91,MAC000002,0.198
6.53,259,8.08,2013-11-29T02:00:00Z,6.64,1032.78,6.99,1.96,0.91,MAC000002,0.199
6.94,253,8.04,2013-11-29T03:00:00Z,6.22,1032.36,6.56,2.43,0.88,MAC000002,0.198
8.47,250,8.09,2013-11-29T04:00:00Z,6.04,1031.57,6.41,2.71,0.87,MAC000002,0.20400000000000001
10.32,246,8.1,2013-11-29T05:00:00Z,5.95,1030.6,6.04,3.31,0.86,MAC000002,0.21500000000000002
12.26,240,8.11,2013-11-29T06:00:00Z,4.62,1029.47,5.98,3.43,0.79,MAC000002,0.211
11.86,245,8.12,2013-11-29T07:00:00Z,4.56,1028.3,5.55,4.28,0.78,MAC000002,0.253
11.6,258,8.19,2013-11-29T08:00:00Z,5.17,1028.67,5.31,5.05,0.81,MAC000002,0.686
11.84,252,8.89,2013-11-29T09:00:00Z,5.58,1027.51,6.2,4.99,0.8,MAC000002,0.29200000000000004
12.87,259,8.81,2013-11-29T10:00:00Z,5.72,1026.98,5.89,5.52,0.81,MAC000002,0.195
12.73,265,9.21,2013-11-29T11:00:00Z,5.52,1026.06,6.08,6.48,0.78,MAC000002,0.201
12.13,272,10.18,2013-11-29T12:00:00Z,5.09,1025,10.18,6.62,0.71,MAC000002,0.21300000000000002
11.99,277,10.18,2013-11-29T13:00:00Z,4.77,1023.98,10.18,7.43,0.69,MAC000002,0.219
10.77,288,10.01,2013-11-29T14:00:00Z,5.47,1023.25,10.01,6.68,0.73,MAC000002,0.336
12.13,309,9.52,2013-11-29T15:00:00Z,5.44,1023.13,6.73,5.73,0.76,MAC000002,1.429
12.13,312,8.99,2013-11-29T16:00:00Z,2.12,1023.2,6.13,5.52,0.62,MAC000002,0.6930000000000001
12.25,298,8.47,2013-11-29T17:00:00Z,2.72,1023.46,5.5,5.47,0.67,MAC000002,0.8780000000000001
12.34,294,8.4,2013-11-29T18:00:00Z,2.25,1023.21,5.61,4.95,0.65,MAC000002,0.905
12.01,295,8.01,2013-11-29T19:00:00Z,2.28,1023.05,4.87,5.59,0.67,MAC000002,1.446
12.25,295,7.1,2013-11-29T20:00:00Z,2.47,1022.67,3.63,5.82,0.72,MAC000002,0.49
12.52,298,7.36,2013-11-29T21:00:00Z,2.79,1022.46,4.08,5.51,0.73,MAC000002,0.829
12.84,300,6.56,2013-11-29T22:00:00Z,2.68,1022.48,2.99,5.7,0.76,MAC000002,0.534
13.99,305,6.82,2013-11-29T23:00:00Z,2.65,1022.32,3.36,5.61,0.75,MAC000002,0.45
13.66,310,6.37,2013-11-30T00:00:00Z,2.67,1022.45,2.93,5.27,0.77,MAC000002,0.47000000000000003
12.71,313,6.39,2013-11-30T01:00:00Z,2.22,1022.59,2.96,5.25,0.75,MAC000002,0.252
12.71,316,6.34,2013-11-30T02:00:00Z,1.78,1022.57,2.95,5.15,0.73,MAC000002,0.20500000000000002
12.76,313,6.29,2013-11-30T03:00:00Z,1.38,1022.9,2.98,4.93,0.71,MAC000002,0.198
12.76,314,6.69,2013-11-30T04:00:00Z,1.25,1023.27,3.38,5.18,0.68,MAC000002,0.302
12.68,328,6.36,2013-11-30T05:00:00Z,0.81,1023.68,2.75,5.66,0.68,MAC000002,0.21500000000000002
12.68,334,6.28,2013-11-30T06:00:00Z,0.74,1024.3,2.83,5.24,0.68,MAC000002,0.202
12.68,334,6.21,2013-11-30T07:00:00Z,0.78,1025.02,3.06,4.57,0.68,MAC000002,0.21000000000000002
12.13,339,6.22,2013-11-30T08:00:00Z,1.41,1025.82,3.34,4.01,0.71,MAC000002,0.275
11.84,339,6.37,2013-11-30T09:00:00Z,1.82,1026.64,3.6,3.91,0.73,MAC000002,0.509
12.13,342,6.79,2013-11-30T10:00:00Z,1.97,1027.19,3.67,4.78,0.71,MAC000002,0.195
11.75,343,6.57,2013-11-30T11:00:00Z,2.81,1027.75,3.46,4.66,0.77,MAC000002,0.198
12.09,357,7.5,2013-11-30T12:00:00Z,3.28,1027.97,4.72,4.42,0.75,MAC000002,0.199
11.72,355,8.04,2013-11-30T13:00:00Z,3.56,1028.03,5.68,3.84,0.73,MAC000002,0.194
12.09,354,8.38,2013-11-30T14:00:00Z,3.8,1028.36,6.01,4.01,0.73,MAC000002,0.193
12.13,350,8.29,2013-11-30T15:00:00Z,3.43,1028.87,6.01,3.78,0.71,MAC000002,0.19
11.75,342,7.8,2013-11-30T16:00:00Z,3.01,1029.52,5.77,3.15,0.72,MAC000002,0.193
12.05,323,7.62,2013-11-30T17:00:00Z,2.81,1029.84,5.76,2.84,0.72,MAC000002,0.2
11.93,322,7.56,2013-11-30T18:00:00Z,2.81,1030.61,5.38,3.33,0.72,MAC000002,0.228
11.99,329,6.69,2013-11-30T19:00:00Z,1.99,1031.32,4.74,2.7,0.72,MAC000002,0.526
13.45,326,6.43,2013-11-30T20:00:00Z,1.89,1031.26,5.38,1.67,0.73,MAC000002,1.2530000000000001
13.16,308,5.28,2013-11-30T21:00:00Z,1.62,1031.52,5.28,1.28,0.77,MAC000002,0.48900000000000005
13.41,289,4.28,2013-11-30T22:00:00Z,1.18,1031.67,3.28,1.39,0.8,MAC000002,0.512
12.79,266,3.53,2013-11-30T23:00:00Z,1.46,1032.11,2.19,1.56,0.86,MAC000002,0.462
12.73,254,2.62,2013-12-01T00:00:00Z,0.95,1032.05,0.48,2.1,0.89,MAC000002,0.35400000000000004
11.17,248,2.46,2013-12-01T01:00:00Z,0.59,1031.75,0.21,2.19,0.87,MAC000002,0.20800000000000002
11.15,249,2.43,2013-12-01T02:00:00Z,0.86,1031.69,0.37,2,0.89,MAC000002,0.201
11.52,263,2.78,2013-12-01T03:00:00Z,0.84,1031.74,0.43,2.34,0.87,MAC000002,0.201
12.28,264,3.3,2013-12-01T04:00:00Z,1.1,1031.5,1.18,2.19,0.85,MAC000002,0.2
12.25,255,3.98,2013-12-01T05:00:00Z,1.3,1031.2,2.38,1.83,0.83,MAC000002,0.20400000000000001
12.25,260,4.13,2013-12-01T06:00:00Z,1.76,1031.6,4.13,1.25,0.85,MAC000002,0.20700000000000002
11.76,277,4.76,2013-12-01T07:00:00Z,2.28,1032.03,3.73,1.45,0.84,MAC000002,0.20600000000000002
11.31,291,5.27,2013-12-01T08:00:00Z,2.49,1032.36,4.24,1.52,0.82,MAC000002,0.31600000000000006
11.76,282,5.79,2013-12-01T09:00:00Z,3.26,1032.71,4.94,1.43,0.84,MAC000002,1.041
11.93,272,6.49,2013-12-01T10:00:00Z,3.56,1033.16,5.23,1.88,0.82,MAC000002,0.635
12.05,282,7.49,2013-12-01T11:00:00Z,4.11,1033.05,6.39,1.87,0.79,MAC000002,0.665
12.41,295,8.51,2013-12-01T12:00:00Z,4.68,1032.82,7.45,2,0.77,MAC000002,1.021
12.13,330,9.03,2013-12-01T13:00:00Z,4.72,1032.77,7.75,2.39,0.74,MAC000002,0.772
11.47,352,9.42,2013-12-01T14:00:00Z,5.1,1032.76,8.59,1.92,0.74,MAC000002,0.44400000000000006
12.04,0,8.88,2013-12-01T15:00:00Z,5.04,1032.87,8.28,1.59,0.77,MAC000002,0.567
12.13,27,8.31,2013-12-01T16:00:00Z,5.01,1032.92,7.72,1.5,0.8,MAC000002,0.801
12.12,15,7.66,2013-12-01T17:00:00Z,4.93,1033.22,6.97,1.5,0.83,MAC000002,0.778
11.54,14,7.53,2013-12-01T18:00:00Z,4.86,1033.69,6.78,1.55,0.83,MAC000002,1.4700000000000002
10.53,23,7.56,2013-12-01T19:00:00Z,5.02,1034.3,6.37,1.98,0.84,MAC000002,0.645
10.51,32,7.73,2013-12-01T20:00:00Z,5.1,1034.71,6.37,2.2,0.83,MAC000002,0.482
10.69,36,7.75,2013-12-01T21:00:00Z,5.12,1034.84,6.86,1.71,0.83,MAC000002,0.512
10.3,39,7.74,2013-12-01T22:00:00Z,5.2,1034.88,7.74,0.89,0.84,MAC000002,0.526
10.03,32,7.72,2013-12-01T23:00:00Z,5.56,1035.1,7.72,0.69,0.86,MAC000002,0.48500000000000004
9.96,16,7.71,2013-12-02T00:00:00Z,5.61,1035.36,7.71,0.79,0.86,MAC000002,0.383
9.7,14,7.74,2013-12-02T01:00:00Z,5.54,1035.36,7.74,1.27,0.86,MAC000002,0.22700000000000004
9.46,20,7.74,2013-12-02T02:00:00Z,5.62,1035.36,7.74,1.14,0.86,MAC000002,0.201
9.75,30,7.73,2013-12-02T03:00:00Z,5.29,1035.39,7.73,1.33,0.85,MAC000002,0.2
9.17,34,7.71,2013-12-02T04:00:00Z,5.59,1034.96,7.71,1.25,0.86,MAC000002,0.198
9.03,25,7.38,2013-12-02T05:00:00Z,5.59,1034.98,7.38,1.18,0.88,MAC000002,0.197
8.95,20,7.39,2013-12-02T06:00:00Z,5.6,1035.08,6.69,1.48,0.88,MAC000002,0.214
8.79,39,7.26,2013-12-02T07:00:00Z,5.46,1035.11,6.7,1.36,0.88,MAC000002,0.21300000000000002
8.84,47,7.64,2013-12-02T08:00:00Z,4.77,1035.4,7.64,1.23,0.82,MAC000002,0.489
10.25,39,7.82,2013-12-02T09:00:00Z,4.53,1035.32,7.82,1.07,0.8,MAC000002,0.259
11.27,52,8.46,2013-12-02T10:00:00Z,4.42,1035.08,8.46,1.06,0.76,MAC000002,0.192
12.09,69,9.25,2013-12-02T11:00:00Z,4.32,1034.69,8.79,1.5,0.71,MAC000002,0.32700000000000007
11.78,75,9.42,2013-12-02T12:00:00Z,4.02,1034.07,8.7,1.79,0.69,MAC000002,0.672
11.84,77,9.1,2013-12-02T13:00:00Z,4.67,1033.43,8.22,1.91,0.74,MAC000002,0.21700000000000003
12.04,76,9.16,2013-12-02T14:00:00Z,4.08,1033.06,8.09,2.13,0.71,MAC000002,0.21800000000000003
12.13,54,8.98,2013-12-02T15:00:00Z,3.75,1032.76,7.64,2.47,0.7,MAC000002,0.20700000000000002
12.13,45,8.82,2013-12-02T16:00:00Z,3.56,1032.68,7.73,2.11,0.7,MAC000002,0.28400000000000003
12.09,43,8.53,2013-12-02T17:00:00Z,3.57,1032.52,7.77,1.69,0.71,MAC000002,0.553
11.94,60,7.93,2013-12-02T18:00:00Z,3.44,1032.59,6.66,2.13,0.73,MAC000002,0.595
11.18,79,7.54,2013-12-02T19:00:00Z,3.81,1032.64,6.37,1.95,0.77,MAC000002,1.1780000000000002
10.9,76,7.06,2013-12-02T20:00:00Z,3.29,1032.51,6.24,1.55,0.77,MAC000002,0.49
11.43,72,6.59,2013-12-02T21:00:00Z,2.97,1032.28,6.59,0.95,0.78,MAC000002,0.527
10.75,16,6.83,2013-12-02T22:00:00Z,3.16,1032.12,6.83,0.87,0.77,MAC000002,0.535
11.2,17,6.92,2013-12-02T23:00:00Z,3.21,1031.97,6.92,0.86,0.77,MAC000002,0.487
11.07,28,6.96,2013-12-03T00:00:00Z,3.18,1031.7,6.96,0.58,0.77,MAC000002,0.378
11.43,38,7.07,2013-12-03T01:00:00Z,3.18,1031.22,7.07,0.68,0.76,MAC000002,0.229
11.99,19,7.22,2013-12-03T02:00:00Z,3,1031.1,7.22,1.06,0.75,MAC000002,0.202
11.88,25,6.91,2013-12-03T03:00:00Z,2.61,1030.89,6.91,1.29,0.74,MAC000002,0.202
12.39,29,6.88,2013-12-03T04:00:00Z,2.47,1030.53,6.02,1.56,0.73,MAC000002,0.2
12.36,29,6.84,2013-12-03T05:00:00Z,2.03,1030.37,5.61,1.91,0.71,MAC000002,0.20700000000000002
12.59,24,6.78,2013-12-03T06:00:00Z,1.96,1030.47,5.62,1.82,0.71,MAC000002,0.21200000000000002
12.13,29,6.37,2013-12-03T07:00:00Z,1.58,1030.39,4.94,2.01,0.71,MAC000002,0.21000000000000002
12.04,46,6.34,2013-12-03T08:00:00Z,1.86,1030.22,5.32,1.62,0.73,MAC000002,0.194
12.13,36,6.36,2013-12-03T09:00:00Z,1.55,1030.35,5.57,1.44,0.71,MAC000002,0.244
12.13,19,6.37,2013-12-03T10:00:00Z,1.36,1030.5,6.37,0.7,0.7,MAC000002,0.6950000000000001
12.07,296,6.44,2013-12-03T11:00:00Z,1.46,1030.3,6.44,0.81,0.7,MAC000002,0.4
12.13,314,6.42,2013-12-03T12:00:00Z,1.41,1029.71,6.42,1.15,0.7,MAC000002,0.2
12.13,301,6.39,2013-12-03T13:00:00Z,1.41,1028.96,5.09,1.89,0.7,MAC000002,0.194
13,286,6.37,2013-12-03T14:00:00Z,1.33,1028.57,4.82,2.15,0.7,MAC000002,0.199
12.09,289,5.96,2013-12-03T15:00:00Z,1.18,1028.37,4.27,2.23,0.71,MAC000002,0.20400000000000001
12.04,291,5.87,2013-12-03T16:00:00Z,0.96,1028.59,3.83,2.62,0.71,MAC000002,0.259
11.56,297,5.74,2013-12-03T17:00:00Z,0.81,1028.37,3.96,2.29,0.71,MAC000002,0.7370000000000001
12.09,293,5.29,2013-12-03T18:00:00Z,0.69,1028.45,3.54,2.16,0.72,MAC000002,1.431
10.33,264,5.35,2013-12-03T19:00:00Z,0.28,1028.24,3.2,2.64,0.7,MAC000002,3.396
12.05,220,3.66,2013-12-03T20:00:00Z,0.59,1028.04,1.58,2.22,0.8,MAC000002,2.2329999
12.01,245,5.26,2013-12-03T21:00:00Z,0.78,1027.76,2.8,3.03,0.73,MAC000002,1.3119999999999998
12.12,242,5.28,2013-12-03T22:00:00Z,0.82,1027.48,2.68,3.24,0.73,MAC000002,0.616
11.97,245,5.3,2013-12-03T23:00:00Z,0.84,1027.36,2.66,3.29,0.73,MAC000002,0.5710000000000001
11.76,250,5.33,2013-12-04T00:00:00Z,1.26,1027.29,2.73,3.25,0.75,MAC000002,0.41100000000000003
11.33,252,5.38,2013-12-04T01:00:00Z,1.34,1026.81,2.6,3.53,0.75,MAC000002,0.20400000000000001
10.65,251,5.37,2013-12-04T02:00:00Z,1.82,1026.68,2.64,3.47,0.78,MAC000002,0.2
10.44,251,5.47,2013-12-04T03:00:00Z,1.91,1026.55,2.59,3.73,0.78,MAC000002,0.201
10.22,257,6,2013-12-04T04:00:00Z,2.34,1026.38,3.38,3.5,0.77,MAC000002,0.20500000000000002
10.56,252,6.09,2013-12-04T05:00:00Z,2.45,1026.29,3.56,3.4,0.77,MAC000002,0.21500000000000002
10.43,252,6.28,2013-12-04T06:00:00Z,2.94,1026.33,3.62,3.67,0.79,MAC000002,0.21100000000000002
10.86,254,6.78,2013-12-04T07:00:00Z,3.08,1026.32,3.93,4.22,0.77,MAC000002,0.197
10.41,254,7.22,2013-12-04T08:00:00Z,3.58,1026.82,4.56,4.07,0.78,MAC000002,0.8380000000000001
8.63,266,7.67,2013-12-04T09:00:00Z,4.33,1027.45,5.2,3.88,0.79,MAC000002,0.984
7.63,283,7.75,2013-12-04T10:00:00Z,5.65,1028.2,5.19,4.09,0.87,MAC000002,0.9630000000000001
9.51,303,8.14,2013-12-04T11:00:00Z,6.37,1028.67,6.07,3.34,0.89,MAC000002,0.804
11.1,320,8.6,2013-12-04T12:00:00Z,4.29,1028.91,6.28,4.01,0.74,MAC000002,0.9730000000000001
12.15,328,8.91,2013-12-04T13:00:00Z,3.37,1029.23,6.66,4.01,0.68,MAC000002,0.322
13.04,331,8.81,2013-12-04T14:00:00Z,2.16,1029.63,6.65,3.77,0.63,MAC000002,0.194
13.65,330,7.81,2013-12-04T15:00:00Z,0.79,1030.47,5.55,3.54,0.61,MAC000002,0.192
16.09,315,6.69,2013-12-04T16:00:00Z,0.74,1031.07,4.89,2.52,0.66,MAC000002,0.371
16.09,295,5.8,2013-12-04T17:00:00Z,0.67,1031.7,3.92,2.42,0.7,MAC000002,0.932
16.09,282,5.15,2013-12-04T18:00:00Z,1.02,1032.16,3.36,2.19,0.75,MAC000002,0.853
16.09,279,4.08,2013-12-04T19:00:00Z,1.32,1032.38,1.81,2.51,0.82,MAC000002,2.7720000000000002
15.3,271,3.46,2013-12-04T20:00:00Z,0.64,1032.69,1.15,2.42,0.82,MAC000002,2.205
14.82,253,2.99,2013-12-04T21:00:00Z,0.61,1032.84,0.74,2.28,0.84,MAC000002,1.6560000000000001
13.74,254,2.38,2013-12-04T22:00:00Z,0.39,1032.88,-0.58,2.93,0.87,MAC000002,0.541
13.29,249,2.35,2013-12-04T23:00:00Z,0.28,1032.92,-0.19,2.45,0.86,MAC000002,0.494
14.21,248,1.52,2013-12-05T00:00:00Z,-0.07,1032.65,-1.54,2.84,0.89,MAC000002,0.46900000000000003
13.23,249,1.08,2013-12-05T01:00:00Z,-0.48,1031.81,-2.24,3.04,0.89,MAC000002,0.256
13.29,251,1.43,2013-12-05T02:00:00Z,-0.54,1031.34,-2.17,3.49,0.87,MAC000002,0.21700000000000003
14.13,252,1.13,2013-12-05T03:00:00Z,-0.88,1030.67,-2.54,3.5,0.86,MAC000002,0.20800000000000002
14.03,243,1.22,2013-12-05T04:00:00Z,-0.48,1029.65,-2.48,3.57,0.88,MAC000002,0.199
14.31,241,1.72,2013-12-05T05:00:00Z,-0.41,1028.37,-2.49,4.51,0.86,MAC000002,0.196
13.45,234,2.21,2013-12-05T06:00:00Z,0.05,1027.08,-1.74,4.28,0.86,MAC000002,0.193
12.67,235,3.09,2013-12-05T07:00:00Z,0.46,1025.94,-1.28,5.47,0.83,MAC000002,0.193
14.58,235,3.82,2013-12-05T08:00:00Z,0.3,1024.46,-1.13,7.32,0.78,MAC000002,1.056
